name,institution,homepage,act,ai,arch,bed,bio,chi,comm,crypt,da,ecom,graph,hpc,ir,log,metrics,mlmining,mobile,mod,nlp,ops,plan,robotics,sec,soft,vision,visualization
Victor Gutiérrez-Basulto,Cardiff University,https://www.cardiff.ac.uk/people/view/543129-gutierrez-basulto-victor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Sanchez,University of Warwick,https://www.dcs.warwick.ac.uk/~vsanchez/Victor_Sanchez/Victor_Sanchez.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Victor Zamaraev,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/viktor-zamaraev,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vijay Nagarajan,University of Edinburgh,http://homepages.inf.ed.ac.uk/vnagaraj,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,3,0,1,0,0
Vincent Rahli,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/rahli-vincent.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
Vishwanathan Mohan,University of Essex,https://www.essex.ac.uk/people/mohan05903/vishwanathan-mohan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vitaliy Kurlin,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/vitaliy-kurlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vladimir Vovk,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/vladimir-vovk_74ed8b21-d9d7-4ab6-8dbf-6f177b91b945.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Vladimiro Sassone,University of Southampton,https://www.ecs.soton.ac.uk/people/vsassone,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
Vladislav Ryzhikov,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/vladislav-ryzhikov,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vojtech Forejt,University of Oxford,https://www.cs.ox.ac.uk/people/vojtech.forejt,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Walid Magdy,University of Edinburgh,http://homepages.inf.ed.ac.uk/wmagdy,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
Walterio W. Mayol-Cuevas,University of Bristol,http://www.cs.bris.ac.uk/~wmayol,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0
Wamberto Weber Vasconcelos,University of Aberdeen,https://www.abdn.ac.uk/people/w.w.vasconcelos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wasif Naeem,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=w.naeem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wayne Luk,Imperial College London,https://www.doc.ic.ac.uk/~wl,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Wei Pang,Heriot-Watt University,https://researchportal.hw.ac.uk/en/persons/wei-pang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Weiren Yu,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/weiren_yu,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,2,0,0,0,0,0,0
Wendy Hall 0001,University of Southampton,https://www.ecs.soton.ac.uk/people/wh,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wendy Moncur,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/wendy-moncur/publications,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wenfei Fan,University of Edinburgh,http://homepages.inf.ed.ac.uk/wenfei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
Wenjie Ruan,University of Exeter,https://wenjieruan.com,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Wiebe van der Hoek,University of Liverpool,https://www.csc.liv.ac.uk/~wiebe,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willem Heijltjes,University of Bath,http://www.cs.bath.ac.uk/~wbh22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
William A. P. Smith,University of York,https://www-users.cs.york.ac.uk/wsmith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
William J. Knottenbelt,Imperial College London,http://www.imperial.ac.uk/people/w.knottenbelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
William Waites,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/william-waites/publications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
William Wong,Middlesex University,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/wong-william,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wolfgang Emmerich,University College London,http://www0.cs.ucl.ac.uk/staff/w.emmerich,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Xianfang Sun,Cardiff University,https://www.cardiff.ac.uk/people/view/118165-sun-xianfang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Xiaochun Cheng,Middlesex University,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/cheng-xiaochun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaodong Chen,Queen Mary University of London,http://www.eecs.qmul.ac.uk/~dong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Xiaowei Huang 0001,University of Liverpool,https://cgi.csc.liv.ac.uk/~xiaowei,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,3,0
Xiaoxuan Lu 0001,University of Edinburgh,https://christopherlu.github.io,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,2,0
Xiatian Zhu,University of Surrey,https://xiatian-zhu.github.io,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0
Xiatian Zhu,University of Surrey,https://xiatian-zhu.github.io/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0
Xinping Yi,University of Liverpool,https://liverpool.ac.uk/electrical-engineering-and-electronics/staff/xinping-yi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Xueni Pan,Goldsmiths University of London,https://www.gold.ac.uk/computing/people/pan-sylvia-xueni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yang Gao 0021,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/yang-gao(6a837f7f-07f6-4ac8-b0c7-d6d444016d2f).html,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Yang Hua,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=y.hua,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Yang Long 0001,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=18350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Yannis Panagakis,Middlesex University,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/panagakis-yannis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0
Yaochu Jin,University of Surrey,http://www.soft-computing.de/jin.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Yarin Gal,University of Oxford,http://www.cs.ox.ac.uk/people/yarin.gal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1,0,0,1,0,0,1,0
Yashar Moshfeghi,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/yashar-moshfeghi/publications,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Yehia El-khatib,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/yehia-elkhatib,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yi-Zhe Song,University of Surrey,http://www.eecs.qmul.ac.uk/~yzs,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0
Yijun Yu,Open University UK,http://stem.open.ac.uk/people/yy66,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0
Yingzhen Li,Imperial College London,http://yingzhenli.net/home/en/?page_id=345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0
Yipeng Qin,Cardiff University,https://www.cardiff.ac.uk/people/view/1508897-qin-yipeng,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
Yongmin Li 0001,Brunel University London,https://www.brunel.ac.uk/people/yongmin-li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Yongxin Yang,University of Surrey,https://yang.ac,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,24,0
Youcheng Sun,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=youcheng.sun,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,4,2,0
Yu-Kun Lai,Cardiff University,https://www.cardiff.ac.uk/people/view/118139-lai-yukun,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,22,1
Yuhua Li,Cardiff University,https://www.cardiff.ac.uk/people/view/1063589-li-yuhua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Yulan He 0001,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/yulan_he,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,31,0,0,0,0,0,0,0
Yulia Gryaditskaya,University of Surrey,https://yulia.gryaditskaya.com/,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yun Kuen Cheung,Royal Holloway University of London,https://www.cs.rhul.ac.uk/home/ujac002,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Yun-Heh Chen-Burger,Heriot-Watt University,https://researchportal.hw.ac.uk/en/persons/yun-heh-chen-burger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yunpeng Li,University of Surrey,https://www.surrey.ac.uk/people/yunpeng-li,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0
Yunwen Lei,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/lei-yunwen.aspx,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Yves-Alexandre de Montjoye,Imperial College London,https://www.imperial.ac.uk/computing/people/academic-staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Yvonne Rogers,University College London,https://uclic.ucl.ac.uk/people/yvonne-rogers,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhaohui Luo,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/zhaohui-luo_217b224d-b244-464d-a29b-16e05b764ce7.html,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zheng Wang 0001,University of Leeds,https://eps.leeds.ac.uk/computing/staff/6452/dr-zheng-wang,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,4,0,3,0,1,0,0,0
Zhibin Li 0001,University of Edinburgh,http://www.edinburgh-robotics.org/academics/zhibin-li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
Zhixiang Chen 0003,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/zhixiang-chen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Zhiyuan Luo 0001,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/zhiyuan-luo_cb78d990-b108-4090-8626-afe8c14f1936.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zidong Wang,Brunel University London,https://www.brunel.ac.uk/people/zidong-wang,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
m. c. schraefel,University of Southampton,https://www.ecs.soton.ac.uk/people/sign,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Özgür Akgün,University of St Andrews,https://ozgurakgun.github.io,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
